Text,API_1,API_2,Relation (fs/bd/fr/ec/lc/fc/tc)
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.modulereader,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.modulereader,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.requires,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.exports,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'yes', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.provides,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.opens,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.uses,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.packages,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.version.name,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.version,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.exports,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.provides,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.opens,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.uses,"[('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.packages,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.requires,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.provides,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.opens,"[('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.uses,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.packages,"[('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.exports,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.opens,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.uses,"[('no', 'no', 'yes', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.packages,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.provides,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.uses,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.packages,"[('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.opens,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.packages,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'no', 'no', 'no'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.version.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.requires.modifier,"[('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.uses,java.lang.module.moduledescriptor.exports.modifier,"[('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'yes', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.packages,java.lang.module.moduledescriptor.builder,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'yes', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'yes', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
"maven-compiler-plugin 3.6.0 is based on the first signature of module-info.class, which has changed a couple of times. It is not compatible with current Java 9 signature. You should use 3.6.2 when using most recent versions of JDK 9.",java.lang.module.moduledescriptor.packages,java.lang.module.moduledescriptor.version.name,"[('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'no', 'no', 'no'), ('no', 'yes', 'no', 'no'), ('yes', 'yes', 'no', 'yes'), ('yes', 'yes', 'no', 'yes'), ('no', 'no', 'no', 'no')]"
